"species" "CH_status" "THALLUS_type1" "THALLUS_type2" "THALLUS_type3" "THALLUS_type4" "THA_Morpho_type1" "THA_Morpho_type2" "THA_Morpho_type3" "THA_Morpho_type4" "THA_Morpho_type5" "THA_Morpho_type6" "THA_Morpho_type7" "THA_Morpho_type8" "THA_Morpho_type9" "THA_Morpho_type10" "THA_Morpho_type11" "THA_Morpho_type12" "THA_Morpho_type13" "THA_Morpho_type14" "THA_Growth1" "THA_Growth2" "THA_Growth3" "THA_Growth4" "THA_Growth5" "THA_Growth6" "THA_Growth7" "THA_Growth8" "THA_Growth9" "THA_Growth10" "THA_Growth11" "THA_Growth12" "THA_Pruinosity" "THA_Cilia" "THA_UpCol_black" "THA_UpCol_brown" "THA_UpCol_white" "THA_UpCol_yellow" "THA_UpCol_grey" "THA_UpCol_red" "THA_UpCol_green" "THA_UpCol_blue" "THA_LowCol_black" "THA_LowCol_brown" "THA_LowCol_white" "THA_LowCol_yellow" "THA_LowCol_grey" "THA_LowCol_red" "THA_LowCol_green" "THA_LowCol_blue" "THA_Rhizines" "THA_Rhizines_type1" "THA_Rhizines_type2" "THA_Rhizines_type3" "THA_Rhizines_type4" "THA_Rhizines_type5" "THA_Rhizines_type6" "THA_Rhizines_type7" "THA_Isidia" "THA_Soredia" "Ascomata" "ASCOMA_type1" "ASCOMA_type2" "ASCOMA_type3" "ASCM_link1" "ASCM_link2" "ASCM_link3" "ASCM_link4" "ASCM_link5" "ASCM_Paraphyses" "ASCOPORES_mean" "ASCP_PigmentCol1" "ASCP_PigmentCol2" "ASCP_PigmentCol3" "ASCP_PigmentCol4" "ASCP_PigmentCol5" "ASCP_PigmentCol6" "ASCP_PigmentCol7" "ASCP_PigmentCol8" "ASCP_PigmentCol9" "ASCP_PigmentCol10" "ASCP_PigmentCol11" "ASCP_PigmentCol12" "ASCP_Septa" "ASCP_Septa_type1" "ASCP_Septa_type2" "ASCP_TransSepta_lower" "ASCP_TransSepta_mean" "ASCP_TransSepta_upper" "ASCP_Perispore_type1" "ASCP_Perispore_type2" "ASCP_Perispore_type3" "ASCP_Perispore_type4" "ASCP_Perispore_type5" "PPhotobiont" "SPhotobiont" "PPhotobiont_type1" "PPhotobiont_type2" "PPhotobiont_type3" "Fos" "Ter" "Aqu" "Arb" "Aer" "Life_type1" "Life_type2" "Life_type3" "Life_type4" "Life_type5" "Substrate" "Substrate_type1" "Substrate_type2" "Substrate_type3" "Substrate_type4" "Substrate_type5" "Substrate_type6" "Substrate_type7" "Substrate_type8" "Substrate_type9" "EIV_Light" "EIV_Temp" "EIV_Cont" "EIV_Moisture" "EIV_pH" "EIV_Eutroph" "RangeSize_km2" "IUCN_status" "gbif_accepted" "gbif_rank" "gbif_genus" "gbif_family" "gbif_order" "gbif_class" "gbif_phylum" "gbif_IUCN"
"Caloplaca ammiospila" "LC" 1 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA NA 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 1 0 0 0 0 1 0 NA 0 1 0 0 1 0 0 0 0 NA NA NA NA NA NA NA NA "Blastenia ammiospila (Wahlenb. ex Ach.) Arup, Søchting & Frödén" "SPECIES" "Blastenia" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca approximata" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 0 1 NA NA NA NA NA NA NA NA "Amundsenia approximata (Lynge) Søchting, Arup & Frödén" "SPECIES" "Amundsenia" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca arcis" NA 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "absent" "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA NA NA "Flavoplaca arcis (Poelt & Vĕzda) Arup, Frödén & Søchting" "SPECIES" "Flavoplaca" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca arenaria" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 1 0 NA NA NA NA NA NA NA NA "Rufoplaca arenaria (Pers.) Arup, Søchting & Frödén" "SPECIES" "Rufoplaca" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca areolata" NA 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "absent, present" "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 0 1 NA NA NA NA NA NA NA NA "Kuettlingeria areolata (Zahlbr.) I.V.Frolov, Vondrák & Arup" "SPECIES" "Kuettlingeria" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca arnoldii" NA 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 1 0 0 0 0 0 0 0 "epruinose, pruinose" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 0 1 NA NA NA NA NA NA NA NA "Calogaya arnoldii (Wedd.) Arup, Frödén & Søchting" "SPECIES" "Calogaya" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca arnoldii oblitterata" NA 0 1 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 1 0 0 0 0 0 0 0 "epruinose, pruinose" NA 0 0 0 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 1 NA NA NA NA NA NA NA NA "Calogaya arnoldii (Wedd.) Arup, Frödén & Søchting" "SUBSPECIES" "Calogaya" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca arnoldiiconfusa" NA 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 1 0 0 0 0 0 0 0 "epruinose, pruinose" NA 0 0 0 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 0 1 NA NA NA NA NA NA NA NA "Calogaya arnoldiiconfusa (Gaya & Nav.-Ros.) Arup, Frödén & Søchting" "SPECIES" "Calogaya" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca assigena" "VU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 1 0 0 0 0 NA NA NA NA NA NA NA NA "Marchantiana asserigena (Stizenb. ex J.Lahm) Søchting & Arup" "SPECIES" "Marchantiana" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca atroflava" NA 0 0 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 1 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 NA 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 1 0 NA NA NA NA NA NA NA NA "Kuettlingeria atroflava (Turner) I.V.Frolov, Vondrák & Arup" "SPECIES" "Kuettlingeria" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca aurantia" "NE" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 1 0 0 0 0 0 0 0 NA NA 0 0 0 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA NA 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 0 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 1 0.888888888888889 0.888888888888889 6 0 0.888888888888889 0.75 NA NA "Variospora aurantia (Pers.) Arup, Frödén & Søchting" "SPECIES" "Variospora" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca aurea" "NT" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA NA 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA "Caloplaca aurea (Schaer.) Zahlbr." "SPECIES" "Caloplaca" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca biatorina" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 1 0 0 0 0 0 0 0 "epruinose, pruinose" NA 0 1 0 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA NA 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 0 1 NA NA NA NA NA NA NA NA "Calogaya biatorina (A.Massal.) Arup, Frödén & Søchting" "SPECIES" "Calogaya" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca cerinella" "NT" 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 0 0 0 1 0 "R" 0 0 0 1 1 0 0 0 0 0.666666666666667 0.555555555555556 5 0.222222222222222 0.666666666666667 0.625 NA NA "Athallia cerinella (Nyl.) Arup, Frödén & Søchting" "SPECIES" "Athallia" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca cerinelloides" "NT" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 0 0 0 1 0 "R" 0 0 0 1 1 0 0 0 0 0.666666666666667 0.555555555555556 5 0.222222222222222 0.666666666666667 0.625 NA NA "Athallia cerinelloides (Erichsen) Arup, Frödén & Søchting" "SPECIES" "Athallia" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca chalybaea" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 1 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 0 1 NA NA NA NA NA NA NA NA "Pyrenodesmia chalybaea (Fr.) A.Massal." "SPECIES" "Pyrenodesmia" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca chlorina" "LC" 0 1 1 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 1 1 0 0 1 0 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 1 1 1 NA NA NA NA NA NA NA NA "Caloplaca chlorina (Flot.) Sandst." "SPECIES" "Caloplaca" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca chrysodeta" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 NA "absent" 0 1 0 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "absent, present" "absent" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "present" "absent" 0 1 0 NA 1 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 1 0 1 NA NA NA NA NA NA NA NA "Leproplaca chrysodeta (Vain.) J.R.Laundon ex Ahti" "SPECIES" "Leproplaca" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca chrysophthalma" "EN" 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 NA "absent" 0 0 0 1 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "present" "absent, present" 1 0 0 NA NA NA NA NA NA 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Solitaria chrysophthalma (Degel.) Arup, Søchting & Frödén" "SPECIES" "Solitaria" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca cirrochroa" "NE" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 1 0 0 0 0 0 0 0 "epruinose, pruinose" "absent" 0 0 0 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "present" "absent" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "present" "absent" 0 1 0 0 1 0 0 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 1 0.555555555555556 0.555555555555556 5 1 0.888888888888889 0.625 NA NA "Leproplaca cirrochroa (Ach.) Arup, Frödén & Søchting" "SPECIES" "Leproplaca" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca citrina" "NE" 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 1 0 0 1 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 1 1 1 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "present" "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 1 1 0 0 0 1 0.666666666666667 1 10 1 0.888888888888889 1 NA NA "Flavoplaca citrina (Hoffm.) Arup, Frödén & Søchting" "SPECIES" "Flavoplaca" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca congrediens" NA 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 1 0 0 0 0 0 NA NA 0 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 1 0 0 0 NA 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 1 0 NA NA NA NA NA NA NA NA "Pisutiella congrediens (Nyl.) S.Y.Kondr., Lőkös & Farkas" "SPECIES" "Pisutiella" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca conversa" NA 1 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 1 1 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 1 1 0 0 NA 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA NA NA "Pisutiella conversa (Kremp.) S.Y.Kondr., Lőkös & Farkas" "SPECIES" "Pisutiella" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca coronata" "NE" 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 1 0 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA NA 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 0 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 1 0.888888888888889 0.555555555555556 5 1 0.888888888888889 0.875 NA NA "Flavoplaca coronata (Kremp. ex Körb.) Arup, Frödén & Søchting" "SPECIES" "Flavoplaca" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca crenularia" NA 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA NA 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 0 1 NA NA NA NA NA NA NA NA "Blastenia crenularia (With.) Arup, Søchting & Frödén" "SPECIES" "Blastenia" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca crenulatella" NA 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 1 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA NA 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 1 NA NA NA NA NA NA NA NA "Xanthocarpia crenulatella (Nyl.) Frödén, Arup & Søchting" "SPECIES" "Xanthocarpia" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca decipiens" "NE" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 1 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "present" "absent" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "present" "absent" 0 1 0 0 1 0 0 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 1 0.777777777777778 0.555555555555556 5 0.222222222222222 0.888888888888889 1 NA NA "Calogaya decipiens (Arnold) Arup, Frödén & Søchting" "SPECIES" "Calogaya" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca demissa" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 1 0 0 0 0 0 0 0 "pruinose" NA 0 1 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" "present" "absent" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 1 1 NA NA NA NA NA NA NA NA "Olegblumia demissa (Flot. ex Körb.) S.Y.Kondr., Lőkös, Jung Kim, A.S.Kondr., S.O.Oh & Hur" "SPECIES" "Olegblumia" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca dichroa" NA 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "present" "absent, present" 1 0 0 1 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 0 1 NA NA NA NA NA NA NA NA "Flavoplaca dichroa (Arup) Arup, Frödén & Søchting" "SPECIES" "Flavoplaca" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca epiphyta" "NT" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA "absent" 0 0 0 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" "present" "absent, present" 1 0 0 0 0 1 0 0 NA 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA "Gyalolechia epiphyta (Lynge) Vondrák" "SPECIES" "Gyalolechia" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Caloplaca epithallina" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA NA 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 1 NA 0 0 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA "Erichansenia epithallina (Lynge) S.Y.Kondr., Kärnefelt & A.Thell" "SPECIES" "Erichansenia" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
