"species" "Genus" "Family" "Order" "BodyLength_mm" "BodyLength_male" "BodyLength_female" "BodyLength_min" "BodyLength_max" "Litter_size" "Development_total_d" "Development_egg_mean_d" "Development_larva_mean_d" "Development_pupa_mean_d" "Longevity_y" "Semivoltine" "Univoltine" "Bivoltine" "Multivoltine" "Overwintering_egg" "Overwintering_larva" "Overwintering_pupa" "Overwintering_imago" "Activity" "Larva_Diet" "Imago_Diet" "Larva_Diet_range" "Imago_Diet_range" "Diet_Carniv" "Diet_Scav" "Diet_Fungi" "Diet_Root" "Diet_Seed" "Diet_Leaf" "Diet_Flower" "Diet_Stem" "Diet_Grass" "Diet_Woody" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "EIV_Light" "EIV_Temp" "EIV_Moisture" "Elev_Planar" "Elev_Colline" "Elev_Montane" "Elev_Subalpine" "Elev_Alpine" "Dispersal_ability" "Dispersal_km" "RangeSize_km2" "IUCN_status" "Riparian_sp" "BodyWidth_mm" "BodyHeight_mm" "Head_length_mm" "Head_width_mm" "Eye_area_mm2" "Antenna_length_mm" "Mandible_length_mm" "Proximal_mandible_width_mm" "Front_leg_length_mm" "Mid_leg_length_mm" "Hind_leg_length_mm" "Wing_morphology" "Elytra_length_mm" "Elytra_width_mm" "Wing_length_mm" "Wing_width_mm" "Wing_area_mm2" "Hairiness_total" "Colour_lightness" "Biotope_range" "gbif_accepted" "gbif_rank" "gbif_genus" "gbif_family" "gbif_order" "gbif_class" "gbif_phylum" "gbif_IUCN"
"Acrotrichis fascicularis" NA "Ptiliidae" "Coleoptera" 0.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Fungivorous" NA NA 0 0 1 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acrotrichis fascicularis (Herbst, 1793)" "SPECIES" "Acrotrichis" "Ptiliidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Acrotrichis grandicollis" NA "Ptiliidae" "Coleoptera" 0.95 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Fungivorous" NA NA 0 0 1 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acrotrichis grandicollis (Mannerheim, 1844)" "SPECIES" "Acrotrichis" "Ptiliidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Acrotrichis intermedia" NA "Ptiliidae" "Coleoptera" 1.05 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Fungivorous" NA NA 0 0 1 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acrotrichis intermedia (Gillmeister, 1845)" "SPECIES" "Acrotrichis" "Ptiliidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Acrotrichis sitkaensis" NA "Ptiliidae" "Coleoptera" 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Fungivorous" NA NA 0 0 1 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acrotrichis sitkaensis (Motschulsky, 1845)" "SPECIES" "Acrotrichis" "Ptiliidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Acrulia inflata" NA "Staphylinidae" "Coleoptera" 3.291 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Carnivorous" NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.276 0.745 0.532 0.639 0.026 1.033 0.294 0.209 0.947 1.023 1.187 NA 1.273 0.661 3.443 1.375 3.829 3.592 132.78 NA "Acrulia inflata (Gyllenhal, 1813)" "SPECIES" "Acrulia" "Staphylinidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Acupalpus brunnipes" "Acupalpus" "Carabidae" "Coleoptera" 3.5 NA NA 3 4 NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA "Omnivorous" NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 NA 0 0 0 0 1 0 0 1 0 0 NA 0 0 0 NA NA NA NA 0.75 0 1 0 0 0 NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA "macroptery" NA NA NA NA NA NA NA "stenotop" "Acupalpus brunnipes (Sturm, 1825)" "SPECIES" "Acupalpus" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Acupalpus dubius" "Acupalpus" "Carabidae" "Coleoptera" 2.5 NA NA 2 3 NA NA NA 150 NA NA NA NA NA NA 0 0 0 1 "Diurnal" NA "Omnivorous" NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 NA 0 1 0 0 1 1 0 0 0 0 0 0 0 0 1 0 NA NA 1 1 1 0 0 0 0.666666666666667 NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA "macroptery" NA NA NA NA NA NA NA "stenotop" "Acupalpus dubius Schilsky, 1888" "SPECIES" "Acupalpus" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Acupalpus elegans" NA "Carabidae" "Coleoptera" 3.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Omnivorous" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "macroptery" NA NA NA NA NA NA NA NA "Acupalpus elegans (Dejean, 1829)" "SPECIES" "Acupalpus" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Acupalpus exiguus" "Acupalpus" "Carabidae" "Coleoptera" 2 NA NA 2 2 NA NA NA NA NA NA NA NA NA NA 0 0 0 1 NA NA "Omnivorous" NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 NA 0 1 0 1 1 1 0 0 0 0 0 0 0 0 1 1 NA NA 1 1 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "macroptery" NA NA NA NA NA NA NA "stenotop" "Acupalpus exiguus Dejean, 1829" "SPECIES" "Acupalpus" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Acupalpus flavicollis" "Acupalpus" "Carabidae" "Coleoptera" 3 NA NA 2 4 NA NA NA 135 NA NA NA NA NA NA 0 0 0 1 "Cathemeral" NA "Omnivorous" NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 NA 0 1 0 0 1 1 0 1 0 0 0 0 1 0 1 0 NA NA 0.75 1 1 1 0 0 0.666666666666667 NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA "macroptery" NA NA NA NA NA NA NA "eurytop" "Acupalpus flavicollis (Sturm, 1825)" "SPECIES" "Acupalpus" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Acupalpus luteatus" "Acupalpus" NA "Coleoptera" 2.5 NA NA 2 3 NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 1 0 0 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA "macroptery" NA NA NA NA NA NA NA "NA" "Acupalpus luteatus (Duftschmid, 1812)" "SPECIES" "Acupalpus" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Acupalpus maculatus" "Acupalpus" NA "Coleoptera" 3.5 NA NA 3 4 NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 NA 0 0 0 0 1 1 0 0 0 0 NA 0 1 0 NA NA NA NA 1 1 1 1 0 0 NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA "macroptery" NA NA NA NA NA NA NA "eurytop" "Acupalpus maculatus (Schaum, 1860)" "SPECIES" "Acupalpus" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Acupalpus meridianus" "Acupalpus" "Carabidae" "Coleoptera" 3.5 NA NA 3 4 NA NA NA 135 NA NA NA NA NA NA 0 0 0 1 "Diurnal" NA "Omnivorous" NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 NA 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 NA NA 0.5 1 1 1 0 0 0.666666666666667 NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA "macroptery" NA NA NA NA NA NA NA "eurytop" "Acupalpus meridianus (Linnaeus, 1760)" "SPECIES" "Acupalpus" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Acupalpus parvulus" "Acupalpus" "Carabidae" "Coleoptera" 3.5 NA NA 3 4 NA NA NA 90 NA NA NA NA NA NA 0 0 0 1 "Diurnal" NA "Omnivorous" NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 NA 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 NA NA 0.75 0 1 0 0 0 1 NA NA NA 3 NA NA NA NA NA NA NA NA NA NA NA "macroptery" NA NA NA NA NA NA NA "eurytop" "Acupalpus parvulus (Sturm, 1825)" "SPECIES" "Acupalpus" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Adalia bipunctata" NA "Coccinellidae" "Coleoptera" 4.5 NA NA 3.5 5 15.545 NA NA 24.5 NA NA 0 0 1 0 0 0 0 1 NA "Omnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 NA NA 0 1 0 0 NA NA 1 NA 1 1 1 0 0 NA 1 1 0 NA 0 0 1 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Adalia bipunctata (Linnaeus, 1758)" "SPECIES" "Adalia" "Coccinellidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Adalia decempunctata" NA "Coccinellidae" "Coleoptera" 4.25 NA NA 3.5 5 10.6 NA NA 24.5 NA NA 0 0 1 0 0 0 0 1 NA "Omnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 NA NA 0 1 0 0 NA NA 0 NA 0 1 1 1 0 NA 0 0 0 NA 0 0 0 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Adalia decempunctata (Linnaeus, 1758)" "SPECIES" "Adalia" "Coccinellidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Aderus populneus" NA "Aderidae" "Coleoptera" 2.245 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Herbivorous" NA NA NA NA NA NA NA 1 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.951 0.722 0.393 0.534 0.05 1.07 0.104 0.048 0.834 NA 1.194 NA 1.595 0.474 2.584 0.873 1.797 128.292 143.28 NA "Aderus populneus (Creutzer, 1796)" "SPECIES" "Aderus" "Aderidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Adistemia watsoni" NA "Latridiidae" "Coleoptera" 1.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Fungivorous" NA NA 0 0 1 0 0 0 0 0 NA NA 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Adistemia watsoni (Wollaston, 1871)" "SPECIES" "Adistemia" "Latridiidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Adrastus pallens" NA "Elateridae" "Coleoptera" 4.7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Herbivorous" NA NA 0 0 0 1 0 1 1 0 1 NA 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Adrastus pallens (Fabricius, 1792)" "SPECIES" "Adrastus" "Elateridae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Adrastus rachifer" NA "Elateridae" "Coleoptera" 3.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Herbivorous" NA "polyphagous" 0 0 0 1 0 1 1 0 1 NA 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Adrastus rachifer (Geoffroy, 1785)" "SPECIES" "Adrastus" "Elateridae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Aegomorphus clavipes" NA "Cerambycidae" "Coleoptera" 12.598 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4.956 3.422 3.322 2.805 0.479 12.76 1.07 0.535 5.801 7.533 8.041 NA 7.916 2.356 10.851 4.47 40.26 16.023 132.85 NA "Aegomorphus clavipes (Schrank, 1781)" "SPECIES" "Aegomorphus" "Cerambycidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Aegosoma scabricorne" NA "Cerambycidae" "Coleoptera" 39.278 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.601 8.552 5.995 5.964 4.941 39.47 2.733 1.21 14.559 17.495 20.331 NA 27.94 5.344 34.199 11.71 313.138 29.904 130.34 NA "Aegosoma scabricorne (Scopoli, 1763)" "SPECIES" "Aegosoma" "Cerambycidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Aeletes atomarius" NA "Histeridae" "Coleoptera" 1.441 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Carnivorous" NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.557 0.429 0.313 0.269 0.006 0.331 0.114 0.061 0.864 0.92 0.973 NA NA NA 2.653 0.987 2.287 8.85 87.69 NA "Aeletes atomarius (Aubé, 1842)" "SPECIES" "Aeletes" "Histeridae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Aesalus scarabaeoides" NA "Lucanidae" "Coleoptera" 6.201 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.822 2.665 1.1 1.719 0.184 1.277 0.243 0.297 2.986 3.085 2.868 NA 4.787 1.925 8.567 3.356 24.89 11.587 107.49 NA "Aesalus scarabaeoides (Panzer, 1793)" "SPECIES" "Aesalus" "Lucanidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Afrodrepanus marshalli" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1610905.05607644 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Afrodrepanus marshalli (Boucomont, 1921)" "SPECIES" "Afrodrepanus" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "DATA_DEFICIENT"
"Agabus godmanni" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 26.2690871264343 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Agabus godmanni Crotch, 1867" "SPECIES" "Agabus" "Dytiscidae" "Coleoptera" "Insecta" "Arthropoda" "ENDANGERED"
"Aganocrossus vejdovskyi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 28.1028870807801 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Aganocrossus vejdovskyi (Balthasar, 1945)" "SPECIES" "Aganocrossus" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "DATA_DEFICIENT"
"Agaricochara latissima" NA "Staphylinidae" "Coleoptera" 2.412 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.571 0.333 0.315 0.331 0.009 0.508 0.106 0.089 0.509 0.583 0.706 NA 0.528 0.217 NA NA NA 48.156 154.31 NA "Agaricochara latissima (Stephens, 1832)" "SPECIES" "Agaricochara" "Staphylinidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Agathidium arcticum" NA "Leiodidae" "Coleoptera" 3.149 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.664 1.176 0.674 1.074 0.071 0.992 0.356 0.179 1.983 1.946 2.109 NA 1.868 0.838 7.005 2.476 13.02 7.246 86.5 NA "Agathidium arcticum C.G.Thomson, 1862" "SPECIES" "Agathidium" "Leiodidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Agathidium confusum" NA "Leiodidae" "Coleoptera" 2.597 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.516 1.136 0.553 0.902 0.034 0.725 0.336 0.142 1.587 1.612 1.553 NA 1.609 0.781 6.085 2.263 11.051 0 98.74 NA "Agathidium confusum Brisout de Barneville, 1863" "SPECIES" "Agathidium" "Leiodidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Agathidium discoideum" NA "Leiodidae" "Coleoptera" 3.004 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.684 1.184 0.612 1 0.064 0.927 0.335 0.176 1.25 1.276 1.447 NA 1.891 0.849 4.238 1.525 5.167 10.069 77.33 NA "Agathidium discoideum Erichson, 1845" "SPECIES" "Agathidium" "Leiodidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Agathidium marginatum" NA "Leiodidae" "Coleoptera" 2.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Fungivorous" NA NA 0 0 1 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Agathidium marginatum Sturm, 1807" "SPECIES" "Agathidium" "Leiodidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Agathidium nigripenne" NA "Leiodidae" "Coleoptera" 2.777 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Fungivorous" NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.454 0.79 0.62 0.926 0.035 0.815 0.259 0.062 1.283 1.385 1.383 NA 1.711 0.752 5.087 1.764 7.347 8.319 96.79 NA "Agathidium nigripenne (Fabricius, 1792)" "SPECIES" "Agathidium" "Leiodidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Agathidium pulchellum" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 229046.276587551 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Agathidium pulchellum Wankowicz, 1869" "SPECIES" "Agathidium" "Leiodidae" "Coleoptera" "Insecta" "Arthropoda" "NEAR_THREATENED"
"Agathidium varians" NA "Leiodidae" "Coleoptera" 2.75 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Fungivorous" NA NA 0 0 1 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Agathidium varians Beck, 1817" "SPECIES" "Agathidium" "Leiodidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Agelasta mindanaonis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2578.20590076265 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Agelasta mindanaonis Breuning, 1936" "SPECIES" "Agelasta" "Cerambycidae" "Coleoptera" "Insecta" "Arthropoda" "VULNERABLE"
"Agoliinus pittinoi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1515.28368616975 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Agoliinus pittinoi (Carpaneto, 1986)" "SPECIES" "Agoliinus" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "DATA_DEFICIENT"
"Agoliinus ragusae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3988.05658257076 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Agoliinus ragusae (Reitter, 1892)" "SPECIES" "Agoliinus" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Agonum antennarium" "Agonum" NA "Coleoptera" 7 NA NA 6 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 NA 1 1 0 0 0 0 0 0 0 0 NA 0 0 0 NA NA NA NA 0.75 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "macroptery" NA NA NA NA NA NA NA "stenotop" "Agonum antennarium (Duftschmid, 1812)" "SPECIES" "Agonum" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Agonum carbonarium" "Agonum" NA "Coleoptera" 8 NA NA 7 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 NA 1 1 0 0 0 0 0 0 0 0 NA 0 0 0 NA NA NA NA 0.75 0 0 0 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NA" NA NA NA NA NA NA NA "stenotop" "Agonum carbonarium Dejean, 1828" "SPECIES" "Agonum" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Agonum dolens" NA "Carabidae" "Coleoptera" 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Carnivorous" NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "macroptery" NA NA NA NA NA NA NA NA "Agonum dolens (C.R.Sahlberg, 1827)" "SPECIES" "Agonum" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Agonum duftschmidi" "Agonum" NA "Coleoptera" 8 NA NA 7 9 NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 NA 0 1 0 0 0 0 0 0 0 0 NA 0 0 0 NA NA NA NA 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "dimorphy" NA NA NA NA NA NA NA "eurytop" "Agonum duftschmidi J.Schmidt, 1994" "SPECIES" "Agonum" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
