"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "Growth" "Life_form" "Life_strategy" "Epiphyte" "Seta_caps" "Peristome" "Rhizoids" "Perm_proto" "Mating_type" "Sporophyte_freq" "Gen_length_y" "Seta_max_len_mm" "Gam_size_mm" "Spore_size_µm" "Veg_propagules" "Vp_max_size_µm" "Vp_gem" "Vp_tub" "Vp_bul" "Vp_lea" "vp_bra" "Vp_freq" "ROCKbet_substr" "WETsb_substr" "DRYsb_substr" "TUFAsb_substr" "CalROCKsb_substr" "CalrWETsb_substr" "CalrDRYsb_substr" "SilROCKsb_substr" "SilrWETsb_substr" "SilrDRYsb_substr" "HUMUSbet_substr" "HUMUSsb_substr" "BARKbet_substr" "BARKsb_substr" "DEADWbet_substr" "DEADWsb_substr" "nWOODYbet_substr" "nWOODYsb_substr" "ANIMALbet_substr" "ANIMALsb_substr" "MUDsb_substr" "SPECIALsb_substr" "EIVbet_Moisture" "EIVsb_Moisture" "EIVbet_pH" "EIVsb_pH" "EIVbet_Nutrients" "EIVbet_Na" "EIVbet_Temp" "EIVsb_Temp" "EIVbet_Light" "EIVsb_Light" "AnnuMeanTemp" "AnnuPrecip" "Elevation_low" "Elevation" "Elevation_up" "MISSING_ALL_TRAITS"
"Amblystegium subtile" "Amblystegium subtile (Hedw.) B.S.G." "SPECIES" "synonym" "Pseudoamblystegium subtile (Hedw.) Vanderp. & Hedenäs" "Pseudoamblystegium" "Amblystegiaceae" "Hypnales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 664144.831492804 "pleurocarpous" "cushion" "colonist" 1 "erect_to_inclined" 1 1 0 "monoicous" "occasional" 6.7 8 10 13 0 405.16 0 0 0 0 0 "common" 1 0 2 0 0 1 9 0 0 2 0 0 1 231 1 22 0 0 0 0 0 0 5 3 6 4 4 0.08 4 3 7 2 5.45 701.6 0 0 0 "NO"
"Amphidium curvipes" "Amphidium curvipes (Müll.Hal.) Broth." "SPECIES" "accepted" "Amphidium curvipes (Müll.Hal.) Broth." "Amphidium" "Rhabdoweisiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "Yes" NA "NT" "NEAR_THREATENED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2861.61282245828 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "common" 6.7 6.98 17.9732 19.88 0 449.4 0 0 0 0 0 "common" 1 2.04 35.32 0.68 4.06 7.12 42.36 1.3 2.52 17.84 0 1.8 1 45.3 0 18.06 0 0.08 0 0.04 0.08 0.26 4.16 1.92 6.72 3.72 4.88 0 7.56 3.8 6.5 2.76 16.95 469.9 800 950 1100 "NO"
"Amphidium lapponicum" "Amphidium lapponicum (Hedw.) Schimp." "SPECIES" "accepted" "Amphidium lapponicum (Hedw.) Schimp." "Amphidium" "Rhabdoweisiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1198707.46777997 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "monoicous" "occasional" 6.7 8.72 47.5 9 1 514.4 0 0 0 1 0 "common" 1 0 9 0 0 1 10 4 13 24 0 1 0 0 0 0 0 0 0 0 0 0 6 3 2 3 3 0 1 1 4 3 1.65 811.7 160 1460 2760 "NO"
"Amphidium mougeotii" "Amphidium mougeotii (Bruch & Schimp.) Schimp." "SPECIES" "accepted" "Amphidium mougeotii (Bruch & Schimp.) Schimp." "Amphidium" "Rhabdoweisiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 500617.27289667 "acrocarpous" "cushion" "colonist" 0 "inclined" 1 1 0 "dioicous" "rare" 6.7 3 73.33 11 0 474.88 0 0 0 0 0 "common" 1 2 10 0 0 5 13 1 42 72 0 0 0 0 0 0 0 0 0 0 0 0 7 3 6 3 4 0 3 1 4 3 5.85 711.4 0 1400 2800 "NO"
"Amphidium mougeotii aggr." "Amphidium mougeotii (Bruch & Schimp.) Schimp." "AGGREGATE" "accepted" "Amphidium mougeotii (Bruch & Schimp.) Schimp." "Amphidium" "Rhabdoweisiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "alle LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 726526.69842768 "acrocarpous" "cushion" "colonist" 0 "inclined" 1 1 0 "dioicous" "rare" 6.7 3 73.33 11 0 464.8 0 0 0 0 0 "common" 1 2 10 0 0 5 13 1 42 72 0 0 0 0 0 0 0 0 0 0 0 0 7 3 6 3 4 0 3 1 4 3 5.85 711.4 0 1400 2800 "NO"
"Anacamptodon splachnoides" "Anacamptodon splachnoides (Froel. ex Brid.) Brid." "SPECIES" "accepted" "Anacamptodon splachnoides (Froel. ex Brid.) Brid." "Anacamptodon" "Amblystegiaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "CR" "NT" NA 1 0 NA NA 1 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 549522.587619974 "pleurocarpous" "turf" "colonist" 1 "erect" 1 1 0 "dioicous" "common" 6.7 10 5 11 0 542.68 0 0 0 0 0 "common" 0 0 0 0 0 0 0 0 0 0 0 0 1 17 1 1 0 0 0 0 0 0 5 4 3 2 3 0.04 7 3 4 2 8.85 794.5 300 1050 1800 "NO"
"Anacolia menziesii" "Anacolia menziesii (Turner) Paris" "SPECIES" "accepted" "Anacolia menziesii (Turner) Paris" "Anacolia" "Bartramiaceae" "Bartramiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "VU" NA 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 77580.9760618181 "acrocarpous" "turf" "longLived_shuttle" 0 "erect" 1 1 0 "dioicous" "rare" 16.7 9.39 31.5 28.75 0 593.4 0 0 0 0 0 "common" 0 11.3733333333333 146.653333333333 0.2 3.6 5.32 32.08 3.72 5.26 22.84 1 7.6 0 11 0 13.5 0 0.08 0 0 0.08 0.56 4.56 2.68 5.28 3.44 3.88 0 5.84 2.96 7.2 3.4 13.95 521.2 1100 1375 1650 "NO"
"Anacolia webbii" "Anacolia webbii (Mont.) Schimp." "SPECIES" "accepted" "Anacolia webbii (Mont.) Schimp." "Anacolia" "Bartramiaceae" "Bartramiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" NA 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 203928.139710428 "acrocarpous" "turf" "longLived_shuttle" 0 "inclined" 1 1 0 "dioicous" "rare" 16.7 10.18 45 25 0 581 0 0 0 0 0 "common" 1 9.27333333333333 93.1 0.16 3.78 8.12 40.08 2.8 7.14 25.92 1 7.96 0 13.92 0 15.82 0 0.2 0 0 0.08 0.6 4.76 2.84 4.8 3.08 4.2 0.2 4.76 2.72 5.24 2.44 14.35 709.9 300 1400 2500 "NO"
"Anastrepta orcadensis" "Anastrepta orcadensis (Hook.) Schiffn." "SPECIES" "accepted" "Anastrepta orcadensis (Hook.) Schiffn." "Anastrepta" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "VULNERABLE" 1 0 NA NA 1 1 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 158716.332717033 "foliose" "turf" "perennial" 0 "erect" 0 1 0 "dioicous" "rare" 16.7 21.56 70 12 1 571.28 1 0 0 0 0 "common" 1 6 4 0 0 0 0 0 4 4 1 8 1 1 1 2 1 3 0 0 0 0 6 3 2 2 3 0 3 2 5 3 5.85 1148.2 20 1317.5 2615 "NO"
"Anastrophyllum alpinum" "Anastrophyllum alpinum Steph." "SPECIES" "accepted" "Anastrophyllum alpinum Steph." "Anastrophyllum" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "NT" NA 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35601.0337827346 "foliose" "weft" "perennial" 0 "erect" 0 1 0 "dioicous" "rare" 16.7 19.92 120 11 0 491.6 0 0 0 0 0 "common" 1 13.94 107.94 0.18 3.3 9.4 30.8 4.76 7.96 18.76 1 18.08 0 10.6 0 18.28 0 3.08 0 0 0 0.6 5.88 3.16 2 2.24 2.84 0 2.76 2.56 5 2.54 6.15 2569.25 580 767.5 955 "NO"
"Anastrophyllum assimile" "Anastrophyllum assimile (Mitt.) Steph." "SPECIES" "accepted" "Anastrophyllum assimile (Mitt.) Steph." "Anastrophyllum" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "VU" "LC" "NOT_APPLICABLE" 1 0 NA NA 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 36764.9983345628 "foliose" "mat" "perennial" 0 "erect" 0 1 0 "dioicous" "rare" 16.7 7.86 35 13 1 698.48 1 0 0 0 0 "common" 1 0 0 0 0 0 0 1 7 4 0 2 0 0 0 0 0 0 0 0 0 0 6 3 2 2 2.48 0 2 3 7 3 3.15 1678.5 100 1350 2600 "NO"
"Anastrophyllum donnianum" "Anastrophyllum donnianum (Hook.) Steph." "SPECIES" "accepted" "Anastrophyllum donnianum (Hook.) Steph." "Anastrophyllum" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "NT" "NEAR_THREATENED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32966.7208101668 "foliose" "weft" "colonist" 0 "erect" 0 1 0 "dioicous" "rare" 6.7 18.04 120 11 0 614.48 0 0 0 0 0 "common" 1 25.1 117.666666666667 0.24 2.8 5.92 16.12 7.84 11.16 15.28 1 19.38 0 7.76 0 18.18 1 3.28 0 0 0.04 0.42 6 3.16 2 2.12 2.72 0 3.16 2.56 5 2.6 6.45 2540.9 300 670 1040 "NO"
"Anastrophyllum hellerianum" "Anastrophyllum hellerianum (Nees ex Lindenb.) R.M.Schust." "SPECIES" "synonym" "Crossocalyx hellerianus (Nees ex Lindenb.) Meyl." "Crossocalyx" "Anastrophyllaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "EN" "LC" "NOT_EVALUATED" 1 0 NA NA 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 569860.085172427 "foliose" "mat" "colonist" 0 "erect" 0 1 0 "dioicous" "rare" 6.7 10.48 34 9.75 1 67.16 1 0 0 0 0 "common" 1 0 0 0 0 0 0 0 0 0 1 0 1 0 1 14 0 0 0 0 0 0 6 3 2 2 3 0 3 3 6 3 3.45 710.4 10 1305 2600 "NO"
"Anastrophyllum joergensenii" "Anastrophyllum joergensenii Schiffn." "SPECIES" "accepted" "Anastrophyllum joergensenii Schiffn." "Anastrophyllum" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "VU" "ENDANGERED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50525.2725546118 "foliose" "weft" "perennial" 0 "erect" 0 1 0 "dioicous" "rare" 16.7 19.2 90 14.69 0 575.68 0 0 0 0 0 "common" 1 22.04 129.02 0.12 3.56 5.36 18.4 7.7 10.1 11.88 1 20.06 0 4.52 0 8.84 0 2.04 0 0.08 0.08 0.52 6.2 3.16 2 2.32 2.76 0 2.88 2.44 7 2.96 5.55 2464.25 490 710 930 "NO"
"Anastrophyllum michauxii" "Anastrophyllum michauxii (F.Weber) H.Buch" "SPECIES" "accepted" "Anastrophyllum michauxii (F.Weber) H.Buch" "Anastrophyllum" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "NT" "NEAR_THREATENED" 1 0 NA NA 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 316704.777647967 "foliose" "mat" "perennial" 0 "erect" 0 1 0 "dioicous" "rare" 16.7 19.24 50 11.5 1 468.24 1 0 0 0 0 "common" 1 15.96 142.88 0.16 2.78 4.96 18.26 5.68 9.26 24.04 1 22.72 1 39.9 1 98.84 0 3.44 0 0 0 0.42 6 3.04 2 2.04 3 0 3 2.6 4 2 4.95 918.2 0 850 1700 "NO"
"Anastrophyllum minutum" "Anastrophyllum minutum (Schreb. ex Cranz) R.M.Schust." "SPECIES" "heterotypic synonym" "Sphenolobus minutus (Schreb. ex Cranz) Berggr." "Sphenolobus" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "NEAR_THREATENED" 1 0 NA NA 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 588675.278039783 "foliose" "turf" "colonist" 0 "erect" 0 1 0 "dioicous" "rare" 6.7 13.4 28.33 13.5 1 65.64 1 0 0 0 0 "occasional" 1 6 52.5 0 0 2 6 2.5 10 31 1 8.5 1 2 1 18.5 1 3 0 0 0 0 5 3 3 2 4 0 2 2 7 2 2.95 822.8 0 1500 3000 "NO"
"Anastrophyllum minutum subsp. minutum" "Anastrophyllum minutum var. minutum" "SUBSPECIES" "synonym" "Sphenolobus minutus var. minutus" "Sphenolobus" "Anastrophyllaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "SPEED2ZERO" "INN" NA "LC" NA "NOT_FOUND" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 144287.750156289 "foliose" "mat" "colonist" 0 "erect" 0 1 0 "dioicous" "rare" 7.1 9.2 25.26 14.076 1 183.48 1 0 0 0 0 "common" 1 9.04 23.6 0.08 1.16 2.44 6.28 0.8 2.44 3 1 3.96 0 2.28 0 3.56 0 0.5 0 0 0.04 0.04 5.96 3.4 3.68 2.44 3.12 0 3.56 2.76 6.12 3.16 5.57 996.224 118.48 787.88 1446 "YES"
"Anastrophyllum minutum var. minutum" "Anastrophyllum minutum var. minutum" "VARIETY" "heterotypic synonym" "Sphenolobus minutus var. minutus" "Sphenolobus" "Anastrophyllaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "FaunaEuropeae" "INN" NA "LC" NA "NOT_FOUND" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 338924.594223695 "foliose" "mat" "colonist" 0 "erect" 0 1 0 "dioicous" "rare" 7.1 9.62 28.2232 13.8 1 257.48 1 0 0 0 0 "common" 1 2.62 21.16 0.04 0.4 0.76 1.92 1 1.94 2.42 1 3.32 0 8.52 0 8 0 1.62 0 0.04 0 0.04 6.44 3.72 3.28 2.12 2.96 0 3 2.56 5.8 3.12 6.014 1074.9 108.44 810.6 1515 "YES"
"Andoa berthelotiana" "Andoa berthelotiana (Mont.) Ochyra" "SPECIES" "accepted" "Andoa berthelotiana (Mont.) Ochyra" "Andoa" "Hypnaceae" "Hypnales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "Yes" NA "VU" "VULNERABLE" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4467.98865185367 "pleurocarpous" "mat" "perennial" 0 "inclined" 1 1 0 "dioicous" "common" 16.7 35 100 17.4148 0 594 0 0 0 0 0 "occasional" 1 34.98 300.506666666667 1.76 7.38 33.42 89.16 5.22 9.48 36.14 1 26.6 1 62.92 1 121.34 0 0.52 0 0 0.16 1.16 5.48 2.72 5.44 3.2 4.76 0.04 5.88 3.52 3.96 1.84 16.15 1295.3 0 850 1700 "NO"
"Andreaea alpestris" "Andreaea alpestris (Thed.) Schimp." "SPECIES" "accepted" "Andreaea alpestris (Thed.) Schimp." "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "Yes" "NT" "DD" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 349686.535574858 "acrocarpous" "cushion" "longLived_shuttle" 0 "erect" 1 1 0 "monoicous" "occasional" 16.7 3.98 10 22 0 523.16 0 0 0 0 0 "common" 1 0 1 0 0 0 0 0 6 33 1 0 0 0 0 0 0 0 0 0 0 0 6 3 1 2 2.52 0 1 1 6 3 -0.15 1048.3 700 1850 3000 "NO"
"Andreaea alpina" "Andreaea alpina Hedw." "SPECIES" "accepted" "Andreaea alpina Hedw." "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 715737.090616867 "acrocarpous" "cushion" "shortLived_shuttle" 0 "erect" 1 1 0 "monoicous" "common" 6.7 3.784 50 30.5 0 556.8 0 0 0 0 0 "common" 1 5.2 22.66 0 0.8 3.6 3.6 4.04 7.18 10.56 1 2.52 0 0.68 0 0.6 0 0.04 0 0 0 0.2 6.24 3.2 1.8 2.24 2.96 0 1.52 1.24 7.08 3.64 0.85 1198.4 900 1450 2000 "NO"
"Andreaea blyttii" "Andreaea blyttii Schimp." "SPECIES" "accepted" "Andreaea blyttii Schimp." "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "NT" "NEAR_THREATENED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 826605.45589023 "acrocarpous" "cushion" "shortLived_shuttle" 0 "erect" 1 1 0 "dioicous" "occasional" 6.7 7.1 25 13 0 554.88 0 0 0 0 0 "common" 1 4.41333333333333 30.2 0.2 1.48 2.92 5.56 5.64 6.6 13.0333333333333 0 3.18 0 1.64 0 2 0 0 0 0.04 0 0.16 7 3.16 1 2.36 2.92 0 1 1.68 9 3.6 0.35 1222.9 5 597.5 1190 "NO"
"Andreaea crassinervia" "Andreaea crassinervia Bruch" "SPECIES" "accepted" "Andreaea crassinervia Bruch" "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "EN" "EN" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1071911.62664043 "acrocarpous" "cushion" "shortLived_shuttle" 0 "erect" 1 1 0 "monoicous" "common" 6.7 0.38 25 31 0 499.2 0 0 0 0 0 "common" 1 0 0 0 0 1 0 0 2 4 0 0 0 0 0 0 0 0 0 0 0 0 7 3 1 2 3 0 2 2 8 4 5.75 753 1400 2050 2700 "NO"
"Andreaea flexuosa" "Andreaea flexuosa R.Br.bis" "SPECIES" "accepted" "Andreaea flexuosa R.Br.bis" "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "EN" NA 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 182137.19761562 "acrocarpous" "cushion" "shortLived_shuttle" 0 "erect" 1 1 0 "monoicous" "common" 6.7 2.58 5 20 0 453.68 0 0 0 0 0 "common" 1 1.52 11.16 0.04 0.52 1.56 5.56 2.1 5.14 16.12 0 0.72 0 1.7 0 0.56 0 0 0 0 0 0.08 5.2 2.84 2.24 2.28 3.2 0.12 4.76 2.12 6.88 3.56 12.55 2506.3 1400 1625 1850 "NO"
"Andreaea frigida" "Andreaea frigida Huebener" "SPECIES" "accepted" "Andreaea frigida Huebener" "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "Yes" "NT" "VU" "VULNERABLE" 1 0 NA NA 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1351550.99792005 "acrocarpous" "cushion" "shortLived_shuttle" 0 "erect" 1 1 0 "monoicous" "common" 6.7 1.8 40 25 0 577.48 0 0 0 0 0 "common" 1 0 1 0 0 0 0 0 17 14 0 0 0 0 0 0 0 0 0 0 0 0 8 3 1 2 2.44 0 1 1 8 4 8.85 932.1 385 1592.5 2800 "NO"
"Andreaea heinemannii" "Andreaea heinemannii Hampe & Müll.Hal." "SPECIES" "accepted" "Andreaea heinemannii Hampe & Müll.Hal." "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "InfoSpecies" NA "No" "VU" "NT" NA 1 0 NA NA 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 856978.677291451 "acrocarpous" "turf" "shortLived_shuttle" 0 "erect" 1 1 0 "both" "occasional" 6.7 2.96 3.75 28 0 565.6 0 0 0 0 0 "common" 1 4 49.2 0.04 2 1.78 12.02 3.46 8.38 55.08 0 2.8 0 5.32 0 5.96 0 0 0 0.16 0.08 0.16 3 2 1 2 4 0 2 1 7 5 10.25 1120.5 250 1625 3000 "NO"
"Andreaea heinemannii subsp. heinemannii" "Andreaea heinemannii subsp. heinemannii" "SUBSPECIES" "accepted" "Andreaea heinemannii subsp. heinemannii" "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" NA "VU" NA NA 1 0 NA NA 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 777117.682724313 "acrocarpous" "turf" "shortLived_shuttle" 0 "erect" 1 1 0 "monoicous" "occasional" 10.3 2.22 31.9764 30.96 0 505.8 0 0 0 0 0 "common" 1 0 0 0 0 0 0 0 0 10 1 0 0 0 0 0 0 0 0 0 0 0 4.76 2 1.76 2 2.72 0.12 2.6 1 7.2 5 7.102 1268.586 467.4 1404.92 2301.8 "NO"
"Andreaea hookeri" "Andreaea hookeri Schimp." "SPECIES" "accepted" "Andreaea hookeri Schimp." "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" "NOT_APPLICABLE" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 359825.420198503 "acrocarpous" "cushion" "longLived_shuttle" 0 "erect" 1 1 0 "monoicous" "occasional" 16.7 7.39 60 26 0 481.4 0 0 0 0 0 "common" 1 5.47333333333333 24.82 0.6 3.02 26 22.3466666666667 1.46 14.32 10.44 0 1.94 0 3.2 0 1.8 0 0.12 0 0.04 0.04 0.2 8 3.56 6 3.92 3.84 0 2 2.6 2 2.8 8.65 1467.6 1 575.5 1150 "NO"
"Andreaea megistospora" "Andreaea megistospora B.M.Murray" "SPECIES" "accepted" "Andreaea megistospora B.M.Murray" "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" "NOT_APPLICABLE" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 666006.84644611 "acrocarpous" "cushion" "shortLived_shuttle" 0 "erect" 1 1 0 "monoicous" "common" 6.7 0.74 10 50 0 478 0 0 0 0 0 "common" 1 1.84 16.72 0.04 0.72 1.92 4.52 0.72 2.96 14.86 0 1.24 0 6.24 0 3.6 0 0 0 0.08 0 0.12 5.96 3 2 2.24 2.68 0 4.76 2.96 8 3.52 8.95 1820.1 45 572.5 1100 "NO"
"Andreaea mutabilis" "Andreaea mutabilis Hook.f. & Wilson" "SPECIES" "accepted" "Andreaea mutabilis Hook.f. & Wilson" "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" "NOT_APPLICABLE" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 597931.812079176 "acrocarpous" "cushion" "shortLived_shuttle" 0 "erect" 1 1 0 "monoicous" "common" 6.7 3.02 10 12 0 417.36 0 0 0 0 0 "common" 1 2.32 11.7 0 0.6 0.96 3.4 1.04 3.64 7.82 1 0.44 0 0.52 0 0.32 0 0 0 0 0 0.08 5.72 2.96 2 2.08 2.88 0 3.76 2.28 7 3.68 7.45 1848.2 250 700 1150 "NO"
"Andreaea nivalis" "Andreaea nivalis Hook." "SPECIES" "accepted" "Andreaea nivalis Hook." "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "NT" "NT" "VULNERABLE" 1 0 NA NA 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 792346.898304087 "acrocarpous" "cushion" "longLived_shuttle" 0 "erect" 1 1 0 "dioicous" "rare" 16.7 5.72 60 24 0 445.8 0 0 0 0 0 "common" 1 1 7 0 0 0 1 1 17 17 0 0 0 0 0 0 0 0 0 0 0 0 8 4 2 2 2.68 0 1 1 8 4 1.05 1379.7 880 1835 2790 "NO"
"Andreaea rothii" "Andreaea rothii F.Weber & D.Mohr" "SPECIES" "accepted" "Andreaea rothii F.Weber & D.Mohr" "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "VU" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1309648.34888134 "acrocarpous" "cushion" "shortLived_shuttle" 0 "erect" 1 1 0 "monoicous" "common" 6.7 0.52 25 36 0 548.4 0 0 0 0 0 "common" 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 4 3 2 2 2 0 3 1 6 3 8.75 902.5 10 1355 2700 "NO"
