species,genus,family,order,class,scheme
Amaranthus powellii,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,terrestrial
Amaranthus retroflexus,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,terrestrial
Amata phegea,Amata,Erebidae,Lepidoptera,Insecta,terrestrial
Amaurobius fenestralis,Amaurobius,Amaurobiidae,Araneae,Arachnida,terrestrial
Amblyodon dealbatus,Amblyodon,Meesiaceae,Splachnales,Bryopsida,terrestrial
Amblystegium confervoides,Serpoleskea,Amblystegiaceae,Hypnales,Bryopsida,terrestrial
Amblystegium serpens,Amblystegium,Amblystegiaceae,Hypnales,Bryopsida,terrestrial
Amblystegium subtile,Pseudoamblystegium,Amblystegiaceae,Hypnales,Bryopsida,terrestrial
Ambrosia artemisiifolia,Ambrosia,Asteraceae,Asterales,Magnoliopsida,terrestrial
Amelanchier ovalis,Amelanchier,Rosaceae,Rosales,Magnoliopsida,terrestrial
Amidorus obscurus obscurus,Amidorus,Scarabaeidae,Coleoptera,Insecta,terrestrial
Ammi majus,Ammi,Apiaceae,Apiales,Magnoliopsida,terrestrial
Ammoconia caecimacula,Ammoconia,Noctuidae,Lepidoptera,Insecta,terrestrial
Amorpha fruticosa,Amorpha,Fabaceae,Fabales,Magnoliopsida,terrestrial
Ampedus aethiops,Ampedus,Elateridae,Coleoptera,Insecta,terrestrial
Ampedus balteatus,Ampedus,Elateridae,Coleoptera,Insecta,terrestrial
Ampedus elongatulus,Ampedus,Elateridae,Coleoptera,Insecta,terrestrial
Ampedus erythrogonus,Ampedus,Elateridae,Coleoptera,Insecta,terrestrial
Ampedus pomorum,Ampedus,Elateridae,Coleoptera,Insecta,terrestrial
Ampedus praeustus,Ampedus,Elateridae,Coleoptera,Insecta,terrestrial
Ampedus quercicola,Ampedus,Elateridae,Coleoptera,Insecta,terrestrial
Ampedus sanguineus,Ampedus,Elateridae,Coleoptera,Insecta,terrestrial
Ampedus sanguinolentus,Ampedus,Elateridae,Coleoptera,Insecta,terrestrial
Amphidium lapponicum,Amphidium,Amphidiaceae,Dicranales,Bryopsida,terrestrial
Amphidium mougeotii,Amphidium,Amphidiaceae,Dicranales,Bryopsida,terrestrial
Amphimallon atrum atrum,Amphimallon,Scarabaeidae,Coleoptera,Insecta,terrestrial
Amphimallon majale majale,Amphimallon,Scarabaeidae,Coleoptera,Insecta,terrestrial
Amphimallon solstitiale solstitiale,Amphimallon,Scarabaeidae,Coleoptera,Insecta,terrestrial
Amphinema byssoides,Amphinema,Atheliaceae,Atheliales,Agaricomycetes,terrestrial
Amphinemura sulcicollis,Amphinemura,Nemouridae,Plecoptera,Insecta,terrestrial
Amphinemura triangularis,Amphinemura,Nemouridae,Plecoptera,Insecta,aquatic
Amphipoea oculea,Amphipoea,Noctuidae,Lepidoptera,Insecta,terrestrial
Amphipyra berbera svenssoni,Amphipyra,Noctuidae,Lepidoptera,Insecta,terrestrial
Amphipyra perflua,Amphipyra,Noctuidae,Lepidoptera,Insecta,terrestrial
Amphipyra pyramidea,Amphipyra,Noctuidae,Lepidoptera,Insecta,terrestrial
Amphipyra tragopoginis,Amphipyra,Noctuidae,Lepidoptera,Insecta,terrestrial
Amphisphaerella xylostei,Amphisphaerella,Amphisphaeriaceae,Amphisphaeriales,Sordariomycetes,terrestrial
Ampulloclitocybe clavipes,Ampulloclitocybe,Hygrophoraceae,Agaricales,Agaricomycetes,terrestrial
Amylostereum areolatum,Amylostereum,Echinodontiaceae,Russulales,Agaricomycetes,terrestrial
Amylostereum chailletii,Amylostereum,Echinodontiaceae,Russulales,Agaricomycetes,terrestrial
Amylostereum laevigatum,Amylostereum,Echinodontiaceae,Russulales,Agaricomycetes,terrestrial
Amyloxenasma allantospora,Amyloxenasma,Amylocorticiaceae,Amylocorticiales,Agaricomycetes,terrestrial
Anabolia nervosa,Anabolia,Limnephilidae,Trichoptera,Insecta,terrestrial
Anacamptis pyramidalis,Anacamptis,Orchidaceae,Asparagales,Liliopsida,terrestrial
Anacamptis pyramidalis pyramidalis,Anacamptis,Orchidaceae,Asparagales,Liliopsida,terrestrial
Anacridium aegyptium,Anacridium,Acrididae,Orthoptera,Insecta,terrestrial
Anaesthetis testacea,Anaesthetis,Cerambycidae,Coleoptera,Insecta,terrestrial
Anagallis arvensis,Lysimachia,Primulaceae,Ericales,Magnoliopsida,terrestrial
Anagallis foemina,Lysimachia,Primulaceae,Ericales,Magnoliopsida,terrestrial
Anagallis minima,Lysimachia,Primulaceae,Ericales,Magnoliopsida,terrestrial
Anaglyptus mysticus,Anaglyptus,Cerambycidae,Coleoptera,Insecta,terrestrial
Anaplectoides prasina,Anaplectoides,Noctuidae,Lepidoptera,Insecta,terrestrial
Anaptychia ciliaris,Anaptychia,Physciaceae,Caliciales,Lecanoromycetes,terrestrial
Anas platyrhynchos,Anas,Anatidae,Anseriformes,Aves,terrestrial
Anastrangalia dubia,Anastrangalia,Cerambycidae,Coleoptera,Insecta,terrestrial
Anastrangalia reyi,Anastrangalia,Cerambycidae,Coleoptera,Insecta,terrestrial
Anastrangalia sanguinolenta,Anastrangalia,Cerambycidae,Coleoptera,Insecta,terrestrial
Anastrophyllum minutum,Sphenolobus,Anastrophyllaceae,Jungermanniales,Jungermanniopsida,terrestrial
Anastrophyllum minutum minutum,Anastrophyllum,Scapaniaceae Mig.,Jungermanniales,Jungermanniopsida,terrestrial
Anax ephippiger,Anax,Aeshnidae,Odonata,Insecta,terrestrial
Anax imperator,Anax,Aeshnidae,Odonata,Insecta,terrestrial
Anax parthenope,Anax,Aeshnidae,Odonata,Insecta,terrestrial
Anchomenus dorsalis dorsalis,Anchomenus,Carabidae,Coleoptera,Insecta,terrestrial
Anchusa arvensis,Lycopsis,Boraginaceae,Boraginales,Magnoliopsida,terrestrial
Anchusa officinalis,Anchusa,Boraginaceae,Boraginales,Magnoliopsida,terrestrial
Ancistrocerus claripennis,Ancistrocerus,Vespidae,Hymenoptera,Insecta,terrestrial
Ancistrocerus gazella,Ancistrocerus,Vespidae,Hymenoptera,Insecta,terrestrial
Ancistrocerus nigricornis,Ancistrocerus,Vespidae,Hymenoptera,Insecta,terrestrial
Ancistrocerus oviventris,Ancistrocerus,Vespidae,Hymenoptera,Insecta,terrestrial
Ancistrocerus trifasciatus,Ancistrocerus,Vespidae,Hymenoptera,Insecta,terrestrial
Ancistronycha abdominalis,Ancistronycha,Cantharidae,Coleoptera,Insecta,terrestrial
Ancistronycha tigurina,Ancistronycha,Cantharidae,Coleoptera,Insecta,terrestrial
Ancylus fluviatilis,Ancylus,Planorbidae,Pulmonata,Gastropoda,terrestrial
Andrena alfkenella,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena amieti,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena barbilabris,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena bicolor,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena bucephala,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena carantonica,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena chrysosceles,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena cineraria,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena combinata,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena congruens,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena curvungula,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena dorsata,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena falsifica,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena flavipes,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena florea,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena fucata,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena fulva,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena fulvago,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena fulvata,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena gravida,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena haemorrhoa,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena hattorfiana,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena helvola,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena humilis,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena intermedia,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena labialis,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena labiata,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena lagopus,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena lapponica,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena lathyri,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena minutula,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena minutuloides,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena mitis,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena nigroaenea,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena nigroolivacea,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena nitida,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena nitidiuscula,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena ovatula,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena pandellei,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena praecox,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena propinqua,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena proxima,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena rosae,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena ruficrus,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena semilaevis,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena similis,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena strohmella,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena subopaca,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena thoracica,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena tibialis,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena vaga,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena ventralis,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena viridescens,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andrena wilkella,Andrena,Andrenidae,Hymenoptera,Insecta,terrestrial
Andromeda polifolia,Andromeda,Ericaceae,Ericales,Magnoliopsida,terrestrial
Androsace alpina,Androsace,Primulaceae,Ericales,Magnoliopsida,terrestrial
Androsace chamaejasme,Androsace,Primulaceae,Ericales,Magnoliopsida,terrestrial
Androsace helvetica,Androsace,Primulaceae,Ericales,Magnoliopsida,terrestrial
Androsace lactea,Androsace,Primulaceae,Ericales,Magnoliopsida,terrestrial
Androsace obtusifolia,Androsace,Primulaceae,Ericales,Magnoliopsida,terrestrial
Androsace puberula,Androsace,Primulaceae,Ericales,Magnoliopsida,terrestrial
Androsace pubescens,Androsace,Primulaceae,Ericales,Magnoliopsida,terrestrial
Androsace septentrionalis,Androsace,Primulaceae,Ericales,Magnoliopsida,terrestrial
Androsace vandellii,Androsace,Primulaceae,Ericales,Magnoliopsida,terrestrial
Androsace vitaliana,Androsace,Primulaceae,Ericales,Magnoliopsida,terrestrial
Anellaria semiovata,Panaeolus,Bolbitiaceae,Agaricales,Agaricomycetes,terrestrial
Anemone baldensis,Anemone,Ranunculaceae,Ranunculales,Magnoliopsida,terrestrial
Anemone blanda,Anemone,Ranunculaceae,Ranunculales,Magnoliopsida,terrestrial
Anemone narcissiflora,Anemone,Ranunculaceae,Ranunculales,Angiospermae,terrestrial
Anemone nemorosa,Anemone,Ranunculaceae,Ranunculales,Magnoliopsida,terrestrial
Anemone ranunculoides,Anemone,Ranunculaceae,Ranunculales,Magnoliopsida,terrestrial
Anethum graveolens,Anethum,Apiaceae,Apiales,Magnoliopsida,terrestrial
Aneura pinguis,Aneura,Aneuraceae,Metzgeriales,Jungermanniopsida,terrestrial
Angelica sylvestris,Angelica,Apiaceae,Apiales,Magnoliopsida,terrestrial
Anguilla anguilla,Anguilla,Anguillidae,Anguilliformes,Actinopterygii,aquatic
Anguis fragilis,Anguis,Anguidae,Squamata,Reptilia,terrestrial
Anguis veronensis,Anguis,Anguidae,Squamata,Reptilia,terrestrial
Anisandrus dispar,Anisandrus,Curculionidae,Coleoptera,Insecta,terrestrial
Anisodactylus binotatus,Anisodactylus,Carabidae,Coleoptera,Insecta,terrestrial
Anisodactylus signatus,Anisodactylus,Carabidae,Coleoptera,Insecta,terrestrial
Anisomeridium polypori,Anisomeridium,Monoblastiaceae,Monoblastiales,Dothideomycetes,terrestrial
Anisoplia villosa,Anisoplia,Scarabaeidae,Coleoptera,Insecta,terrestrial
Anisus septemgyratus,Anisus,Planorbidae,Pulmonata,Gastropoda,terrestrial
Anodonta anatina,Anodonta,Unionidae,Unionida,Bivalvia,aquatic
Anodonta cygnea,Anodonta,Unionidae,Unionida,Bivalvia,aquatic
Anoectangium aestivum,Anoectangium,Pottiaceae,Pottiales,Bryopsida,terrestrial
Anogcodes rufiventris,Anogcodes,Oedemeridae,Coleoptera,Insecta,terrestrial
Anogramma leptophylla,Anogramma,Pteridaceae,Polypodiales,Polypodiopsida,terrestrial
Anomala dubia dubia,Anomala,Scarabaeidae,Coleoptera,Insecta,terrestrial
Anomodon attenuatus,Pseudanomodon,Neckeraceae,Hypnales,Bryopsida,terrestrial
Anomodon longifolius,Anomodontella,Anomodontaceae,Hypnales,Bryopsida,terrestrial
Anomodon viticulosus,Anomodon,Anomodontaceae,Hypnales,Bryopsida,terrestrial
Anonconotus alpinus,Anonconotus,Tettigoniidae,Orthoptera,Insecta,terrestrial
Anoplodera sexguttata,Anoplodera,Cerambycidae,Coleoptera,Insecta,terrestrial
Anoplotrupes stercorosus,Anoplotrupes,Geotrupidae,Coleoptera,Insecta,terrestrial
Anostirus purpureus,Anostirus,Elateridae,Coleoptera,Insecta,terrestrial
Anser anser,Anser,Anatidae,Anseriformes,Aves,terrestrial
Antaxius pedestris,Antaxius,Tettigoniidae,Orthoptera,Insecta,terrestrial
Antennaria carpatica,Antennaria,Asteraceae,Asterales,Magnoliopsida,terrestrial
Antennaria dioica,Antennaria,Asteraceae,Asterales,Magnoliopsida,terrestrial
Anthaxia candens,Anthaxia,Buprestidae,Coleoptera,Insecta,terrestrial
Anthaxia godeti,Anthaxia,Buprestidae,Coleoptera,Insecta,terrestrial
Anthaxia helvetica,Anthaxia,Buprestidae,Coleoptera,Insecta,terrestrial
Anthaxia hungarica,Anthaxia,Buprestidae,Coleoptera,Insecta,terrestrial
Anthaxia morio,Anthaxia,Buprestidae,Coleoptera,Insecta,terrestrial
Anthaxia nitidula,Anthaxia,Buprestidae,Coleoptera,Insecta,terrestrial
Anthaxia quadripunctata,Anthaxia,Buprestidae,Coleoptera,Insecta,terrestrial
Anthaxia salicis,Anthaxia,Buprestidae,Coleoptera,Insecta,terrestrial
Anthaxia sepulchralis,Anthaxia,Buprestidae,Coleoptera,Insecta,terrestrial
Anthelia juratzkana,Anthelia,Antheliaceae,Jungermanniales,Jungermanniopsida,terrestrial
Anthemis arvensis,Anthemis,Asteraceae,Asterales,Magnoliopsida,terrestrial
Anthemis tinctoria,Cota,Asteraceae,Asterales,Magnoliopsida,terrestrial
Anthericum liliago,Anthericum,Asparagaceae,Asparagales,Liliopsida,terrestrial
Anthericum ramosum,Anthericum,Asparagaceae,Asparagales,Liliopsida,terrestrial
Anthicus antherinus,Anthicus,Anthicidae,Coleoptera,Insecta,terrestrial
Anthidiellum strigatum,Anthidiellum,Megachilidae,Hymenoptera,Insecta,terrestrial
Anthidium manicatum,Anthidium,Megachilidae,Hymenoptera,Insecta,terrestrial
Anthidium montanum,Anthidium,Megachilidae,Hymenoptera,Insecta,terrestrial
Anthidium oblongatum,Anthidium,Megachilidae,Hymenoptera,Insecta,terrestrial
Anthidium punctatum,Anthidium,Megachilidae,Hymenoptera,Insecta,terrestrial
Anthoceros agrestis,Anthoceros,Anthocerotaceae,Anthocerotales,Anthocerotopsida,terrestrial
Anthocharis cardamines,Anthocharis,Pieridae,Lepidoptera,Insecta,terrestrial
Anthophora aestivalis,Anthophora,Apidae,Hymenoptera,Insecta,terrestrial
Anthophora crinipes,Anthophora,Apidae,Hymenoptera,Insecta,terrestrial
Anthophora furcata,Anthophora,Apidae,Hymenoptera,Insecta,terrestrial
Anthophora plumipes,Anthophora,Apidae,Hymenoptera,Insecta,terrestrial
Anthophora quadrimaculata,Anthophora,Apidae,Hymenoptera,Insecta,terrestrial
Anthoxanthum alpinum,Anthoxanthum,Poaceae,Poales,Angiospermae,terrestrial
Anthoxanthum odoratum,Anthoxanthum,Poaceae,Poales,Angiospermae,terrestrial
Anthracobia macrocystis,Anthracobia,Pyronemataceae,Pezizales,Pezizomycetes,terrestrial
Anthracobia melaloma,Anthracobia,Pyronemataceae,Pezizales,Pezizomycetes,terrestrial
Anthrenus fuscus,Anthrenus,Dermestidae,Coleoptera,Insecta,terrestrial
Anthrenus verbasci,Anthrenus,Dermestidae,Coleoptera,Insecta,terrestrial
Anthriscus caucalis,Anthriscus,Apiaceae,Apiales,Magnoliopsida,terrestrial
Anthriscus cerefolium,Anthriscus,Apiaceae,Apiales,Magnoliopsida,terrestrial
Anthriscus nitida,Anthriscus,Apiaceae,Apiales,Magnoliopsida,terrestrial
Anthriscus sylvestris,Anthriscus,Apiaceae,Apiales,Magnoliopsida,terrestrial
Anthus pratensis,Anthus,Motacillidae,Passeriformes,Aves,terrestrial
Anthus spinoletta,Anthus,Motacillidae,Passeriformes,Aves,terrestrial
Anthus trivialis,Anthus,Motacillidae,Passeriformes,Aves,terrestrial
Anthyllis vulneraria,Anthyllis,Fabaceae,Fabales,Magnoliopsida,terrestrial
Anthyllis vulneraria alpestris,Anthyllis,Fabaceae,Fabales,Magnoliopsida,terrestrial
Antirrhinum majus,Antirrhinum,Plantaginaceae,Lamiales,Magnoliopsida,terrestrial
Antistea elegans,Antistea,Hahniidae,Araneae,Arachnida,terrestrial
Antitrichia curtipendula,Antitrichia,Antitrichiaceae,Hypnales,Bryopsida,terrestrial
Antitype chi,Antitype,Noctuidae,Lepidoptera,Insecta,terrestrial
Antrodia serialis,Neoantrodia,Fomitopsidaceae,Polyporales,Agaricomycetes,terrestrial
Antrodia xantha,Daedalea,Fomitopsidaceae,Polyporales,Agaricomycetes,terrestrial
Anyphaena accentuata,Anyphaena,Anyphaenidae,Araneae,Arachnida,terrestrial
Apamea anceps,Apamea,Noctuidae,Lepidoptera,Insecta,terrestrial
Apamea aquila,Apamea,Noctuidae,Lepidoptera,Insecta,terrestrial
Apamea crenata,Apamea,Noctuidae,Lepidoptera,Insecta,terrestrial
Apamea epomidion,Apamea,Noctuidae,Lepidoptera,Insecta,terrestrial
Apamea furva,Apamea,Noctuidae,Lepidoptera,Insecta,terrestrial
Apamea illyria,Apamea,Noctuidae,Lepidoptera,Insecta,terrestrial
Apamea lateritia,Apamea,Noctuidae,Lepidoptera,Insecta,terrestrial
Apamea lithoxylaea,Apamea,Noctuidae,Lepidoptera,Insecta,terrestrial
Apamea maillardi,Apamea,Noctuidae,Lepidoptera,Insecta,terrestrial
Apamea monoglypha,Apamea,Noctuidae,Lepidoptera,Insecta,terrestrial
Apamea ophiogramma,Lateroligia,Noctuidae,Lepidoptera,Insecta,terrestrial
Apamea platinea,Apamea,Noctuidae,Lepidoptera,Insecta,terrestrial
Apamea remissa,Apamea,Noctuidae,Lepidoptera,Insecta,terrestrial
Apamea rubrirena,Apamea,Noctuidae,Lepidoptera,Insecta,terrestrial
Apamea scolopacina,Loscopia,Noctuidae,Lepidoptera,Insecta,terrestrial
Apamea sordens,Apamea,Noctuidae,Lepidoptera,Insecta,terrestrial
Apamea sublustris,Apamea,Noctuidae,Lepidoptera,Insecta,terrestrial
Apamea unanimis,Apamea,Noctuidae,Lepidoptera,Insecta,terrestrial
Apamea zeta pernix,Apamea,Noctuidae,Lepidoptera,Insecta,terrestrial
Apatura ilia,Apatura,Nymphalidae,Lepidoptera,Insecta,terrestrial
Apatura iris,Apatura,Nymphalidae,Lepidoptera,Insecta,terrestrial
Apera interrupta,Apera,Poaceae,Poales,Liliopsida,terrestrial
Aphanes arvensis,Aphanes,Rosaceae,Rosales,Magnoliopsida,terrestrial
Aphanes australis,Aphanes,Rosaceae,Rosales,Magnoliopsida,terrestrial
Aphantopus hyperantus,Aphantopus,Nymphalidae,Lepidoptera,Insecta,terrestrial
Aplexa hypnorum,Aplexa,Physidae,Pulmonata,Gastropoda,terrestrial
Aplocnemus impressus,Aplocnemus,Dasytidae,Coleoptera,Insecta,terrestrial
Aplotarsus incanus,Aplotarsus,Elateridae,Coleoptera,Insecta,terrestrial
Apoda limacodes,Apoda,Limacodidae,Lepidoptera,Insecta,terrestrial
Apodemus alpicola,Apodemus,Muridae,Rodentia,Mammalia,terrestrial
Apodemus flavicollis,Apodemus,Muridae,Rodentia,Mammalia,terrestrial
Apodemus sylvaticus,Apodemus,Muridae,Rodentia,Mammalia,terrestrial
Aporia crataegi,Aporia,Pieridae,Lepidoptera,Insecta,terrestrial
Aporophyla lutulenta,Aporophyla,Noctuidae,Lepidoptera,Insecta,terrestrial
Aposeris foetida,Aposeris,Asteraceae,Asterales,Magnoliopsida,terrestrial
Apus apus,Apus,Apodidae,Apodiformes,Aves,terrestrial
Aquila chrysaetos,Aquila,Accipitridae,Accipitriformes,Aves,terrestrial
Aquilegia alpina,Aquilegia,Ranunculaceae,Ranunculales,Magnoliopsida,terrestrial
Aquilegia atrata,Aquilegia,Ranunculaceae,Ranunculales,Magnoliopsida,terrestrial
Aquilegia vulgaris,Aquilegia,Ranunculaceae,Ranunculales,Magnoliopsida,terrestrial
Arabidopsis thaliana,Arabidopsis,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Arabis alpina,Arabis,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Arabis alpina alpina,Arabis,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Arabis alpina caucasica,Arabis,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Arabis auriculata,Arabis,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Arabis bellidifolia,Arabis,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Arabis bellidifolia stellulata,Arabis,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Arabis caerulea,Arabis,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Arabis ciliata,Arabis,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Arabis collina,Arabis,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Arabis hirsuta,Arabis,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Arabis nova,Arabis,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Arabis sagittata,Arabis,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Arabis serpillifolia,Arabis,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Arabis subcoriacea,Arabis,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Arabis turrita,Pseudoturritis,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Araeoncus humilis,Araeoncus,Linyphiidae,Araneae,Arachnida,terrestrial
Araneus diadematus,Araneus,Araneidae,Araneae,Arachnida,terrestrial
Araneus quadratus,Araneus,Araneidae,Araneae,Arachnida,terrestrial
Araniella cucurbitina,Araniella,Araneidae,Araneae,Arachnida,terrestrial
Araschnia levana,Araschnia,Nymphalidae,Lepidoptera,Insecta,terrestrial
Arctia caja,Arctia,Erebidae,Lepidoptera,Insecta,terrestrial
Arctia villica,Epicallia,Erebidae,Lepidoptera,Insecta,terrestrial
Arctium lappa,Arctium,Asteraceae,Asterales,Magnoliopsida,terrestrial
Arctium minus,Arctium,Asteraceae,Asterales,Magnoliopsida,terrestrial
Arctium minus minus,Arctium,Asteraceae,Asterales,Magnoliopsida,terrestrial
